id,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,sensors,waterproof,name,version,speaker,productID,product_name
731,60Hz,"IPS, độ sáng 250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,45Wh,,False,i7 - 1260P,Vỏ kim loại,1.74 kg,"359.4 x 233.9 x 19.9 mm
1.74 kg",,,"Wi-Fi 6E
Bluetooth v5.2",False,"Wi-Fi 6E
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,2 loa,731,"Laptop HP ProBook 450 G9 - 6M103PA, i7-1260P/8GB/512GB/Intel Graphics/15.6""FHD/Win11Home - Chính hãng"
732,144Hz,"Full HD IPS 144Hz , Màn hình chống lóa , HD webcam",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4 cell 70 Wh , Pin liền",,False,i5 - 12500H,Nhựa,2.33kg,357.9 x 255 x 23.5 mm,,,"Wifi 6
Bluetooth v5.3",False,"Wifi 6
Bluetooth v5.3",,,,Windows 11 Home SL Windows 11,Windows 11 Home SL Windows 11,Realtek High Definition Audio (by B&O),732,"Laptop Gaming HP Victus 15-fa0115TX 7C0X1PA, i5-12500H/8GB/512GB/RTX3050/15.6FHD144HZ/W11SL/ĐEN"
733,60Hz,Tấm nền IPS,1920x1080,15.6 inch,,8GB,256GB SSD,  Multi-touch touchpad,"3 cell, 41.04 Wh",,False,i5 - 1240P,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,1.7kg,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.72 kg,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,"Audio by B&O, Realtek High Definition Audio",733,"Laptop HP Pavilion 15-eg2085TU- 7C0Q7PA, i5-1240P/8GB/256GB/15.6FHD/W11SL/Bạc - Chính hãng"
734,60Hz,FHD,1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,3 cell 41 Wh,,False,i5 - 1235U,Vỏ kim loại,1.7kg,36.02 x 23.4 x 1.79 cm,,,"Wifi 6
Bluetooth v5.2",False,"Wifi 6
Bluetooth v5.2",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,2 loa,734,"Laptop HP Pavilion 15-eg2063TX 7C0Q2PA, i5-1235U/8GB/512GB/MX550/15.6FHD/WIN11/BẠC - Chính hãng"
735,60Hz,"Micro-edge, BrightView, 250nits, 45%NTSC",1920x1080,15 inch,,8GB,256GB SSD,  Multi-touch touchpad,3Cell 41WHrs,,False,i3 - 1215U,Vỏ kim loại,1.7kg,36.02 x 23.4 x 1.79 cm,,,"Wi-Fi
Bluetooth v5.0",False,"Wi-Fi
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,2 loa,735,"Laptop HP Pavilion 15 eg2087TU-7C0Q9PA (i3-1215U/8GB/256GB/15.6"" FHD/Windows 11) - Chính hãng"
736,60Hz,"Micro-edge, BrightView, 250nits, 45%NTSC",1920x1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 43 Wh Li-ion",,False,i7 - 1255U,Vỏ nhựa - nắp lưng bằng kim loại,1.4kg,32.5 x 21.66 x 1.7 cm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,2 loa,736,"Laptop HP Pavilion 14-dv2072TU-7C0W1PA, i7-1255U/8GB/512GB/Intel Graphics,14""FHD/Win11 Home 64/Vàng - Chính hãng"
737,60Hz,"Micro-edge, BrightView, 250nits, 45%NTSC",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,"3-cell, 43 Wh Li-ion",,False,i5 - 1235U,Vỏ nhựa - nắp lưng bằng kim loại,1.4kg,32.5 x 21.66 x 1.7 cm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,Windows 11 Home,Windows 11 Home,2 loa,737,"Laptop HP Pavilion 14-dv2077TU-7C0W3PA, i5-1235U/256GB/Intel Graphics,14""FHD/Win11 Home 64/Bạc - Chính hãng"
738,60Hz,"BrightView, Tấm nền IPS",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3 cell, 41.04 Wh",,False,i5 - 1235U,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,1.74kg,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,Realtek High Definition Audio,738,"Laptop HP Pavilion 15-eg2035TX 6K781PA (i5-1235U/8GB/512GB/15.6"" FHD/MX550 2GB/Windows 11) - Chính hãng"
739,120Hz,"Micro-edge, anti-glare, 400 nits, sRGB 100%",2560x1600,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,83Wh,,False,i9 - 12900H,Hợp kim nhôm,2.32kg,357.4 x 251.8 x 19.9 mm,,,"Bluetooth v5.2
Wi-Fi 6E",False,"Bluetooth v5.2
Wi-Fi 6E",,,,Windows 11 Home,Windows 11 Home,Quad speakers,739,Laptop HP Envy 16-h0033TX 6K7F9PA-i9-12900H/16GB/512GB/RTX3060/16.0120Hz/W11SL/Bạc - Chính hãng
740,60Hz,"IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920x1080,13.3 inch,,8GB,256GB SSD,  Multi-touch touchpad,3 cell 42 Wh,,False,i5 - 1235U,Kim Loại,1.3 kg,30.69 x 20.84 x 1.59 cm,,,"Wi-Fi 6E
Bluetooth 5.2",False,"Wi-Fi 6E
Bluetooth 5.2",,,,Windows 11 Home,Windows 11 Home,Đang cập nhật,740,Laptop HP Elitebook 630 G9-6M142PA- i5-1235U/8GB/256GB/13.3FHD/W11SL/LED_KB/BẠC - Chính hãng
741,Đang cập nhật,"Micro-edge, BrightView, độ sáng 250 nits, và bao phủ màu 45% NTSC.",1920x1080,15.6 inch,,8GB,256GB SSD,  Cảm ứng đa điểm,"3-cell, 41 Wh Li-ion",,False,i5 - 1235U,Kim loại,1.74 kg,36.02 x 23.4 x 1.79 cm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,Windows 11 Home,Windows 11 Home,Đang cập nhật,741,"Laptop HP Pavilion 15 eg2038TX-6K784PA (i5-1235U/8GB/256GB/MX550/15.6"" FHD/Windows 11) - Chính hãng"
742,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1335U,Vỏ kim loại - Nắp lưng bằng nhựa,1.74kg,36.02 x 23.4 x 1.79 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Audio by B&O; Loa kép; HP Audio Boost,742,"Laptop HP Pavilion 15-eg3094TU (8C5L5PA) - (i5-1335U/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
743,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,41 Wh,,False,i5 - 1335U,Vỏ kim loại - Nắp lưng bằng nhựa,1.69kg,360.2 x 234 x 18 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,2 loa,743,"Laptop HP Pavilion 15-eg3093TU (8C5L4PA) - (i5-1335U/16GB/512GB/15.6"" FHD/Windows 11)- Chính hãng"
744,144Hz,"IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,3 Cell 52.5WHr,,False,i5 - 12450H,15 - 17 inch,2.29kg,35.79 x 25.5 x 2.35 cm,,,"Wifi 6
Bluetooth v5.3",False,"Wifi 6
Bluetooth v5.3",,,,Windows 11 Home SL Windows 11,Windows 11 Home SL Windows 11,,744,"Laptop Gaming HP Victus 15-fa1155TX (952R1PA) - (i5-12450H/8GB/512GB/RTX 2050/15.6"" FHD 144Hz/Windows 11) - Chính hãng"
745,,,1920x1080,14.0 inch,,16GB,512GB SSD,  Multi-touch touchpad,,,False,i7 - 150U,,1.51 Kg,322 x 210 x 199 mm,,,"802.11 ax
Bluetooth v5.3",False,"802.11 ax
Bluetooth v5.3",,Cảm ứng đa điểm,,Windows 11 Home,Windows 11 Home,,745,"Laptop HP Pavilion x360 14-ek2013TU 9Z2V4PA (Core 7 150U/16GB/ 512GB/ 14"" FHD Touch/Win11/ Silver/ Pen) - Chính hãng"
746,,"multitouch-enabled, edge-to-edge glass, micro-edge, 300 nits, low power, 62.5% sRGB (có bút)",1920×1080,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 43 Wh",,False,i5 - 120U,,1.51 kg,,,,"Wi-Fi 6E
Bluetooth",False,"Wi-Fi 6E
Bluetooth",,Cảm ứng đa điểm,,Windows 11 Home,Windows 11 Home,,746,"Laptop HP Pavilion x360 14-ek2017TU 9Z2V5PA (Core 5 120U/16GB/512GB/ 14"" FHD Touch/ Win11/ Silver/ Pen) - Chính hãng"
747,,"250nits
100% DCI-P3
micro-edge
62.5% sRGB",1920×1080,14.0 inch,,16GB,1TB SSD,  Multi-touch touchpad,3Cell 41Wh,Sạc 45 W,False,I5 - 120U,,1.46 kg,323 x 215 x 179 cm,,,"Bluetooth v5.3
WIFI 6",False,"Bluetooth v5.3
WIFI 6",,,,Windows 11,Windows 11,,747,"Laptop HP 14-EP1009TU (9Z2W2PA) (CORE 5 120U/16GB/1TB/14"" FHD/WIN11/Bạc) - Chính hãng"
748,,"micro-edge, anti-glare, 250 nits, 45% NTSC",1920×1080,14.0 inch,,8GB,512GB SSD,  Cảm ứng đa điểm,"3-cell, 41 Wh",AC Adaptor 45W,False,i3 - 1215U,,1.46 kg,323 x 215 x 179 mm,,,"802.11 ax
Bluetooth v5.2",False,"802.11 ax
Bluetooth v5.2",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,Realtek High Definition Audio,748,"Laptop HP 14s-DQ5121TU (8W355PA) (i3-1215U/8GB/512GB/14"" FHD/Win11/Silver) - Chính hãng"
749,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1235U,Nhựa,1.69kg,35.85 x 24.2 x 1.79 cm,,,"Wi-Fi 802.11a/b/g/n/ac
Bluetooth v5.0",False,"Wi-Fi 802.11a/b/g/n/ac
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,2 loa,749,"Laptop HP 15s-fq5160TU (7C0S1PA) - (i5-1235U/16GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
750,60Hz,"Màn hình chống chói
Độ sáng 250 nits
45% NTSC",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i3 - 1215U,Nhựa,1.46kg,32.4 x 22.5 x 1.79 cm,,,"Wi-Fi
Bluetooth 5",False,"Wi-Fi
Bluetooth 5",,,,Windows 11 Home,Windows 11 Home,Loa kép,750,"Laptop HP 14s-dq5122TU (8W356PA) - (i3-1215U/8GB/256GB/14"" FHD/Windows 11) - Chính hãng"
751,,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1334U,,1.59 kg,,,,"Bluetooth v5.3
Wi-Fi 6",False,"Bluetooth v5.3
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,,751,"Laptop HP 15-FD0237TU (9Q972PA) (i5-1334U/ 8GB/ 512GB/15.6"" FHD/Win11/ Bạc) - Chính hãng"
752,,"Anti-glare, 250nits, 45% NTSC, Micro-edge",1920x1080,15.6 inch,,8GB,256GB SSD,  Multi-touch touchpad,3-cell 41Wh,,False,i3 - 1315U,,1.59 kg,359.8 mm - 236 mm - 18.6 mm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,,752,"Laptop HP 15-FD0305TU (A2NL6PA) (I3-1315U/8GB/256GB/15.6"" FHD/WIN11/Vàng) - Chính hãng"
753,120Hz,"Edge-to-edge glass, micro-edge, Low Blue Light, 400 nits, 100% sRGB.",2560x1600,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,6Cell 83WHrs,,False,12700H,Vỏ kim loại,2.32kg,35.74 x 25.18 x 1.99 cm,,,"Wi-Fi 6E
Bluetooth v5.2",False,"Wi-Fi 6E
Bluetooth v5.2",,10-point Multi-touch,,Windows 11 Home,Windows 11 Home,2 loa,753,Laptop HP Envy 16-h0034TX 6K7G0PA-i7-12700H/16GB/512GB/RTX 3060 6GB/16 Inch 120Hz- Chính hãng
754,,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920×1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1334U,,1.59 kg,,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,,754,"Laptop HP 15-FD0235TU (9Q970PA) (i5-1334U/16GB/512GB/15.6"" FHD/Win11/ Bạc) - Chính hãng"
755,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,256GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i3 - 1215U,Nhựa,1.69kg,35.85 x 24.2 x 1.79 cm,,,"Wi-Fi 802.11a/b/g/n/ac
Bluetooth v5.0",False,"Wi-Fi 802.11a/b/g/n/ac
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,2 loa,755,"Laptop HP 15s-fq5231TU (8U241PA) - (i3-1215U/8GB/256GB/15.6"" FHD/Windows 11) - Chính hãng"
756,60Hz,"Tấm nền IPS
45% NTSC
Độ sáng tối đa 250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1240P,Mặt lưng và khung bàn phím bằng kim loại.,1.74kg,36.02 x 23.4 x 1.79 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,2 loa,756,"Laptop HP Pavilion 15-eg2083TU (7C0W9PA) - (i5-1240P/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
757,,"400nits Glossy, 100% DCI-P3, DisplayHDR™ True Black 500",1920x1200,14 inch,,32GB,512GB SSD,  Multi-touch touchpad,57Wh,65W USB-C® Slim,False,U7 - 155H,Aluminium,1.48 kg,312 x 221 x 16.9 mm,,,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",False,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",,,,Windows® 11 Home Single Language,Windows® 11 Home Single Language,"Stereo speakers, 2W x2, optimized with Dolby Audio™",757,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001YVN (Ultra 7 155H/32GB/512GB/14 inch WUXGA OLED/Win 11/Xám) - Chính hãng
758,,"300nits Anti-glare, 45% NTSC",1920 x 1200,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,60Wh,65W Round Tip (3-pin),False,i5 - 13420H,Aluminium,1.43 kg,314.4 x 222.1 x 16.9-17.9 mm,,,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",False,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",,,,Windows® 11 Home Single Language,Windows® 11 Home Single Language,"Stereo speakers, 2W x2, optimized with Dolby Audio™",758,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00008VN ( i5-13420H/16GB/512GB/14 inch WUXGA/Win 11/Xám) - Chính hãng
759,144 Hz,"Low Blue Light
G-Sync
Chống chói Anti Glare
Độ sáng 300 nits",Full HD (1920 x 1080),15.6 inch,,24 GB,512GB SSD, English International Backlit Keyboard ,60 Wh,170 W,False,i7 - 13650HX,Vỏ nhựa,2.38 kg,359.86 x 258.7 x 23.9 mm,,,"Bluetooth 5.2
Wi-Fi 6 (802.11ax)",False,"Bluetooth 5.2
Wi-Fi 6 (802.11ax)",,Không,,Windows 11 Home SL,Windows 11 Home SL,Nahimic Audio,759,Laptop Lenovo LOQ 15IRX9 83DV00UGVN (i7-13650HX/24GB/512GB/ RTX 4050/15.6 inch FHD 144Hz/Win 11/Xám) - Chính hãng
760,144Hz,"Anti-glare, 100% sRGB",1920 x 1080,15.6 inch,,12GB,512GB SSD,  Multi-touch Precision Touchpad,57Wh,135W AC Adapter,False,i5 - 12450HX,Nhựa cao cấp,1.77 kg,359.3 x 236 x 19.9 - 22.95 mm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,Không,,Windows 11 Home,Windows 11 Home,"High Definition (HD) Audio, Nahimic Audio",760,"Laptop Gaming Lenovo LOQ Essential 15IAX9E - 83LK0036VN (i5-12450HX/12GB/512GB SSD/RTX3050/ 15.6"" FHD 144Hz/Win 11) - Chính hãng"
761,,"Độ sáng 400nits
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 500",1920x1200,14 inch,,32GB,1TB SSD,OLED  ,60Wh,65W USB-C Slim,False,i5 - 13420H,Vỏ kim loại,1.39 kg,313.4 x 222 x 16.9 mm,,,"Wi-Fi 6, 802.11ax 2x2
Bluetooth 5.2",False,"Wi-Fi 6, 802.11ax 2x2
Bluetooth 5.2",,Không,,Windows 11 Home,Windows 11 Home,Dolby Audio,761,Laptop Lenovo IdeaPad Slim 5 14IRH10 83HR0001VN (i5-13420H/32GB/1TB/14inch WUXGA/Win 11/ Xám) - Chính hãng
762,165Hz,"500nits Glossy, 100% DCI-P3, DisplayHDR™ True Black 600",2560x1600,15.1 inch,,16GB,512GB SSD,  Multi-touch touchpad,70Wh,65W USB-C® Slim,False,R7 - 7735HS,Aluminium,1.49 kg,339.33 x 236 x 15.6 mm,,,"Wi-Fi® 6, 802.11ax 2x2 + BT5.3",False,"Wi-Fi® 6, 802.11ax 2x2 + BT5.3",,,,Windows® 11 Home Single Language,Windows® 11 Home Single Language,"Stereo speakers, 2W x2, optimized with Dolby Audio™",762,Laptop Lenovo IdeaPad Slim 5 15ARP10 83J3001DVN (7-7735HS/16GB/512GB/AMD Radeon™ 680M/15.1inch WQXGA/Win 11/Xám) - Chính hãng
763,,"300nits Anti-glare, 45% NTSC",1920 x 1200,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,60Wh,65W Round Tip (3-pin),False,i7 - 13620H,Aluminium,1.43 kg,314.4 x 222.1 x 16.9-17.9 mm,,,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",False,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",,,,Windows® 11 Home Single Language,Windows® 11 Home Single Language,"Stereo speakers, 2W x2, optimized with Dolby Audio™",763,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00007VN (I7-13620H/16GB/512GBs/14 inch WUXGA/Win 11/Xám) - Chính hãng
764,,300nits Anti-glare,1920 x 1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,47Wh,65W Round Tip (3-pin),False,R5 - 5625U,PC-ABS,1.62 kg,359.3 x 235 x 17.9 mm,,,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",False,"Wi-Fi® 6, 802.11ax 2x2 + BT5.2",,,,Windows® 11 Home Single Language,Windows® 11 Home Single Language,"High Definition (HD) Audio
User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio™",764,Laptop Lenovo Ideapad Slim 3 15ABR8 (82XM00MDVN) (R5-5625U/16GB/512GB/15.6 FHD/Win 11/Xám) - Chính hãng
765,60Hz,"300nits Anti-glare, 45% NTSC,",1920x1200,14 inch,,16GB,512GB SSD,  Cảm ứng đa điểm,45Wh,,False,U5 - 125U,Hợp kim nhôm chịu nhiệt,1.38 kg,313.5 x 224 x 16.9 mm,,,"Wi-Fi® 6E
BT5.3",False,"Wi-Fi® 6E
BT5.3",,Không,,NO OS,NO OS,2 Loa,765,Laptop Lenovo ThinkBook 14 G7 IML 21MR006WVN (Ultra 5 125U/16GB/512GB/14 inch WUXGA/No OS/Xám) - Chính hãng
766,144Hz,"300 nits, 100% sRGB, chống lóa (Anti-glare), G-SYNC®",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,60Wh Li-ion,170W Slim Tip (3 chân),False,i5 - 12450HX,,2.38kg,359.86 x 258.7 x 21.9-23.9 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,Không,,Windows 11 Home Single Language,Windows 11 Home Single Language,"Stereo 2W x2, công nghệ Nahimic Audio",766,Laptop Gaming Lenovo LOQ 15IAX9 (i5-12450HX/16GB/512GB/15.6 FHD/RTX3050/15.6 FHD 144Hz/Win11/Xám) - Chính hãng
767,144Hz,"Độ sáng tối đa 350nits
Màn hình chống chói
Độ phủ màu 100% sRGB
Advanced Optimus
NVIDIA G-SYNC
TÜV Low Blue Light (phần mềm)",1920x1080,15.6 inch,,12GB,512GB SSD,  Multi-touch touchpad,60Wh,170W,False,i5 - 12450HX,"Hợp kim nhựa PC + ABS dẻo dai, chống va đập",2.38kg,359.86 x 258.7 x 21.9-23.9 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11,Windows 11,"Loa kép, 2W x2, được tối ưu bởi Nahimic Audio",767,"Laptop Lenovo LOQ 15IAX9 (83GS001RVN) - (i5-12450HX/12GB/512GB/RTX 3050/15.6"" FHD/Windows 11) - Chính hãng"
768,60 Hz,"Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits",1920 x 1080,15.6 inch,,16 GB,512GB SSD, English International Non-backlit Keyboard ,47 Wh,65 W,False,R7 - 7730U,Vỏ nhựa,1.62 kg,359.3 x 235 x 17.9 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home SL,Windows 11 Home SL,Dolby Audio,768,Laptop Lenovo IdeaPad Slim 3 15ABR8 (82XM00EHVN) (R7-7730U/16GB/512GB/15.6 FHD/WIN11/XÁM) - Chính hãng
769,60Hz,"400nits Glossy, 100% DCI-P3",1920x1200,14 inch,,16GB,512GB SSD, Bàn phím tiêu chuẩn ,57Wh,65W USB-C® Slim (Wall-mount),False,Snapdragon X Plus X1P-AZ-100,,1.48 kg,312 x 221 x 16.9 mm,,,"Wi-Fi 7
Bluetooth 5.4",False,"Wi-Fi 7
Bluetooth 5.4",,Không,,Windows 11 Home SL,Windows 11 Home SL,"High Definition (HD) Audio, Dolby Audio™",769,Laptop Lenovo IdeaPad Slim 5 14Q8X9 (83HL000KVN) (Snapdragon X1P42100/16GB/512GB/14 WUXGA/Win11/Xám) - Chính hãng
770,144Hz,"G-Sync
Chống chói Anti Glare
Độ sáng 300 nits",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,60 Wh,170 W,False,i7 - 13650HX,Vỏ nhựa,2.38 kg,359.86 mm x 258.7 mm x 23.9 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home SL,Windows 11 Home SL,Nahimic Audio,770,Laptop Gaming Lenovo LOQ 15IRX9 (83DV00D5VN) (i7-13650HX/RTX4050/16GB/512GB/15.6 FHD 144Hz/Win11/Xám) - Chính hãng
771,60Hz,"300nits Anti-glare, 45% NTSC",1920 x 1200,16 inch,,16GB,512GB SSD,"  Bàn di chuột đa điểm bề mặt Mylar® không nút, hỗ trợ Precision TouchPad (PTP), 75 x 120 mm (2,95 x 4,72 inch)",71Wh,100W USB-C® Slim (3-pin),False,13420H,Hợp kim nhôm & Nhựa,1.7kg,356 x 253.5 x 17.5mm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,Không,,Windows 11 Home,Windows 11 Home,"Stereo speakers, 2W x2, Dolby Audio™",771,"Laptop Lenovo ThinkBook 16 G6 IRL 21KH00Q0VN (i5-13420H/16GB/512GB/16"" WUXGA/WIN11/XÁM) - Chính hãng"
772,Đang cập nhật,"300nits Anti-glare, 45% NTSC",1920 x 1080,14 inch,,16GB,512GB SSD,"  Bàn di chuột đa điểm bề mặt Mylar® không nút, hỗ trợ Precision TouchPad (PTP), 62 x 104 mm (2,44 x 4,09 inch)",Tích hợp 38Wh,65W USB-C® (3-pin),False,13420H,"PC-ABS (Top), PC-ABS (Bottom)",1.43kg,324.2 x 215.2 x 19.9mm,,,"Wi-Fi 5
Bluetooth 5.1",True,"Wi-Fi 5
Bluetooth 5.1",,Không,,Windows 11 Home,Windows 11 Home,"Stereo speakers, 1.5W x2, Dolby Audio™",772,Laptop Lenovo V14 G4 IRU 83A000BHVN (i5-13420H/ 16GB/ 512GB/ 14 inch FHD/ Win11/ Grey) - Chính hãng
773,144Hz,"300nits Anti-glare, 100% sRGB, G-SYNC®",1920x1080,15.6 inch,,24GB,512GB SSD,  Multi-touch touchpad,Integrated 60Wh (4 Cell),,False,R7 - 7435HS,"PC-ABS (Top), PC-ABS (Bottom)",2.38 kg,359.86 x 258.7 x 21.9-23.9 mm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,Không,,Windows® 11 Home Single Language,Windows® 11 Home Single Language,"Stereo speakers, 2W x2, optimized with Nahimic Audio",773,Laptop Gaming Lenovo LOQ 15ARP9 83JC003YVN (R7 7435HS/ 24GB/512GB/RTX 4060 /15.6 inch FHDWin 11/Xám) - Chính hãng
774,60Hz,"300 nits, 45% NTSC, 16:10",1920 x 1200,14 inch,,16GB,512GB SSD,"  Bàn di chuột đa điểm bề mặt Mylar® không nút, hỗ trợ Precision TouchPad (PTP), 75 x 120 mm (2,95 x 4,72 inch)",60Wh,,False,13420H,"Aluminium (Top), Aluminium (Bottom)",1.38kg,313.5 x 224 x 16.9mm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,Dolby Audio™,774,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00RDVN (i5-13420H/ 16GB/ 512GB/ 14 inch WUXGA/ Win11/ Grey)
775,60Hz,"100% DCI-P3, 60Hz, DisplayHDR™ True Black 500",1920x1200,14 inch,,16GB,512GB SSD,"  Bàn di chuột cảm ứng đa điểm bề mặt Mylar® không cần nút, 75 x 120 mm",57Wh,,False,U5 - 125H,"Vỏ: Nhôm (Trên), Nhôm (Dưới)",1.48kg,312 x 221 x 16.9 mm,,,Wi-Fi 6,False,Wi-Fi 6,,Không,,Windows® 11 Home Single,Windows® 11 Home Single,"Loa âm thanh nổi, 2W x2, được tối ưu hóa với Dolby® Audio™",775,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001NVN (Ultra 5 125H/16GB/512GB/Intel® Arc™/14 inch WUXGA OLED/Win 11/Xám) - Chính hãng
